,Course,Course URL,Subject,Last Offered,Course Title,Credits Offered,Assessment of Sustainability Focused or Inclusive,Offered to UG/G/Both or Other,Justification for classification (including quotes from syllabi/course descriptions where applicable),Description,Course Home Department,Last Catalog Year Reviewed,Unnamed: 12,"The courses were counted using catalog listings with language that is aligned with the Earth Charter, covering topics such as ecological integrity, social and economic justice, and democracy and nonviolence.  Course descriptions that included terms like ""environment,"" ""sustainable/sustainability,"" and ""energy"" were counted as Sustainability-Focused courses, and the other courses that address a topic from the Earth Charter but are not centrally-focused on sustainability were considered Sustainability-Included courses.",Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
3099,CHBE,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=495&p_subj=CHBE,495,2023-2024,Special Topics,1 to 6,,UG,,"Description: Discussion of advanced topics of interest. Students will spend time exploring special topics chosen with their advisor, and will participate in weekly discussion groups. The number of credits will vary and are awarded based on total time required to explore the chosen project. Instructor Permission Required. Repeatable for Credit. ",,2021-2022,,,,,,
3100,CHBE,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=498&p_subj=CHBE,498,2023-2024,Summer Undergraduate Research,1 to 3,,UG,,Description: Independent investigation of a specific topic or problem in modern chemical and biomolecular engineering research under the direction of a selected faculty member.  Recommended Prerequisite(s): CHBE 301 or CHBE 305 or CHBE 310 Repeatable for Credit. ,,2021-2022,,,,,,
3101,CHBE,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=499&p_subj=CHBE,499,2023-2024,Undergraduate Research Thesis,3,,UG,,Description: Independent investigation of a specific topic or problem in modern chemical engineering research under the direction of a selected faculty member. Department Permission Required. Repeatable for Credit. ,,2021-2022,,,,,,
3102,CHBE,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=501&p_subj=CHBE,501,2023-2024,Fluid Mech & Transport Procs,3,,G,,"Description: Advanced study in fluid mechanics and transport processes including analytical and numerical approximation methods, boundary layer theory, and potential flow theory. ",,2021-2022,,,,,,
3103,CHBE,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=503&p_subj=CHBE,503,2023-2024,Design Fundamentals,3,,G,,"Description: Design principles as applied to chemical engineering systems. Engineering economic principles. Costs of equipment, feedstocks, and utilities. Equipment design. Use of modern simulation tools. Graduate level course will include an advanced project as a separate requirement. Department Permission Required.Graduate/Undergraduate Equivalency: CHBE 403. Mutually Exclusive: Cannot register for CHBE 503 if student has credit for CHBE 403. ",,2021-2022,,,,,,
3104,CHBE,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=504&p_subj=CHBE,504,2023-2024,Publishing Your First Paper,2,,G,,"Description: Completing the last 10% of your  first research paper is one of the biggest hurdles for many PhD students. You have collected most of your data. You have a rough figure outline. You might even have a first draft of your manuscript. But getting from data to manuscript to accepted paper requires new skills. This course is designed for students with publication-quality data, and will address: How to frame the motivation, knowledge gap, and conclusion statement? How to edit for a particular journal target? How to arrange the results to support the strongest hypothesis? How to select appropriate reviewers? How to write (and rewrite) an abstract? How to write a cover letter? And finally, how to respond to reviewers and GET YOUR PAPER PUBLISHED? Students with publication-ready data will work through all of these issues together within this course, led by an experienced journal editor. Instructor Permission Required.Cross-list: CHEM 504, ELEC 504.",,2021-2022,,,,,,
3105,CHBE,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=505&p_subj=CHBE,505,2023-2024,Advanced Numerical Methods,3,,G,,"Description: This course will introduce students to advanced numerical methods in chemical engineering. Topics include: systems of linear and nonlinear equations, quadratures, ODEs and PDEs. Monte Carlo methods, optimization, fast Fourier transforms and statistical description of data Students will be expected to learn and use a high-level programming language as MATLAB or Python. ",,2021-2022,,,,,,
3106,CHBE,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=506&p_subj=CHBE,506,2023-2024,Decision Tools For Chem Engrs,3,,G,,"Description: Use of concepts from economics, accounting, and finance in making design and operating decisions in the field of chemical engineering. Introduction to use of life-cycle analysis in decision-making. Appropriate for juniors and higher. Graduate/Undergraduate Equivalency: CHBE 405. Mutually Exclusive: Cannot register for CHBE 506 if student has credit for CHBE 405. ",,2021-2022,,,,,,
3107,CHBE,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=514&p_subj=CHBE,514,2023-2024,Macromolecular Engineering,3,,G,,"Description: This course provides an in-depth understanding of the structure-property relationships of soft materials (primarily polymers) at the molecular and macromolecular level. Topics will include polymers synthesis, structure, transport and dynamics. In addition, this course will highlight the applications of complex fluids in energy, medicine and coatings/adhesives.  Recommended Prerequisite(s): CHEM 211 AND (CHEM 212 OR CHEM 320) AND
(MATH 211 OR MATH 221)",,2021-2022,,,,,,
3108,CHBE,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=515&p_subj=CHBE,515,2023-2024,Separation Technologies,3,,G,,"Description: This course covers general separation principles by equilibrium, diffusion and convective mass transport.  Topics covered mass transport, distillation,  solid-liquid and liquid-liquid extraction, crystallization, absorption, adsorption, stripping and membrane processes. Graduate/Undergraduate Equivalency: CHBE 415. Mutually Exclusive: Cannot register for CHBE 515 if student has credit for CHBE 415. ",,2021-2022,,,,,,
3109,CHBE,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=518&p_subj=CHBE,518,2023-2024,Electron Transport In Solids,3,,G,,Description: This course is designed to understand how change and energy flow in basic semiconductor devices. First or second year graduate students from different disciplines and backgrounds will learn about fundamental concepts that describe the physics of semiconductors all the way from atoms and crystal structure to the workings of solar cells and light emitting diodes. Graduate/Undergraduate Equivalency: CHBE 418.,,2021-2022,,,,,,
3110,CHBE,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=519&p_subj=CHBE,519,2023-2024,Atomistic Simulation,3,,G,,"Description: This course will provide students with an introduction to atomistic-scale simulation methods ranging from empirical force fields to electronic structure theory, as well as overview concepts underlying energy minimization, molecular dynamics, and monte carlo simulations. The course will demonstrate the utilization of these methods for predicting chemical and material properties ",,2021-2022,,,,,,
3111,CHBE,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=523&p_subj=CHBE,523,2023-2024,Bioeng Systems & Controls,3,,G,,"Description: Introduction to basic principles of control theory and applications of these methods and tools to analyze the dynamics of biological systems with examples from metabolic pathway control, synthetic biology and physiological systems. Cross-list: BIOE 523.",,2021-2022,,,,,,
3112,CHBE,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=525&p_subj=CHBE,525,2023-2024,Thermo For Energy/Environment,3,,G,,"Description: Review of fundamentals of phase and chemical equilibrium thermodynamics and electro-chemistry, and their applications to model the phase behavior of petroleum reservoir fluids, and the generation and transformation of energy from renewable resources. Modeling of the partitioning of contaminants in the environment, carbon capture and sequestration and other environmental applications. Graduate/Undergraduate Equivalency: CHBE 425.",,2021-2022,,,,,,
3113,CHBE,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=540&p_subj=CHBE,540,2023-2024,Stat Phys Nanosci Nanoeng,3,,G,,"Description: Students are introduced to statistical physics and its applications in numerous current fields of nanoscience and nanoengineering, in particular nanotubes, polymers, colloids, magnets, ferroelectrics, liquid crystals, and biological systems. Theories are presented, and the RG theory of phase transitions is discussed. Only basic undergraduate physics and mathematics are required. ",,2021-2022,,,,,,
3114,CHBE,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=545&p_subj=CHBE,545,2023-2024,Princ Biomolec Engr Dsgn&Selec,3,,G,,"Description: Introduction to the core principles, design considerations and empirical techniques used for engineering biomolecules. Topics include the construction of genetic screens and selections, the concepts of stringency and selective pressure, use of controls, prediction of failure modes, and an overview of modern biomolecular engineering workflows.  Recommended Prerequisite(s): UG Molecular Bio Eqiv or CHBE 310 or BIOE 341",,2021-2022,,,,,,
3115,CHBE,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=550&p_subj=CHBE,550,2023-2024,Petro Phase Behav & Flow Assur,3,,G,,"Description: Reviews fundamentals of phase and chemical equilibria thermodynamics focusing on the application of experimental and advanced modeling techniques to characterize reservoir fluids and predict their phase behavior and thermo-physical properties. Intended for students who wish to develop expertise on PVT modeling and gain understanding of common petroleum flow assurance problems. At the graduate level (CHBE 550), a final project will be required. Graduate/Undergraduate Equivalency: CHBE 450. Mutually Exclusive: Cannot register for CHBE 550 if student has credit for CHBE 450. ",,2021-2022,,,,,,
3116,CHBE,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=555&p_subj=CHBE,555,2023-2024,Two Phase Flow/Multiphase Flow,3,,G,,"Description: This course addresses the basics concepts, fundamentals, mathematical modeling and practical issues in multiphase fluid flow containing oil, water, gas and suspended solid particles in the oil and gas well columns, offshore and onshore production systems and pipelines. This course will have both an undergraduate and graduate level. Graduate/Undergraduate Equivalency: CHBE 455. Mutually Exclusive: Cannot register for CHBE 555 if student has credit for CHBE 455. ",,2021-2022,,,,,,
3117,CHBE,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=558&p_subj=CHBE,558,2023-2024,Genome Editing And Engineering,3,,G,,"Description: This course provides an introduction to the recent advances in the genome editing and engineering field. Past and current stages of genome-editing technologies, the fundamental mechanisms of different classes of genome-editing proteins, and cutting-edge strategies for engineering novel genome-editing agents and their applications in synthetic biology and therapeutics. Cross-list: BIOE 558.",,2021-2022,,,,,,
3118,CHBE,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=560&p_subj=CHBE,560,2023-2024,Colloidal & Interfacial Phenom,3,,G,,"Description: The course will provide knowledge into the fundamentals of colloidal interactions (e.g., stabilisation, adsorption, self-assembly) and the techniques currently applied for their assessment. Apart from the theoretical background, the course will also provide applicable knowledge by covering current and emerging applications involving these phenomena. Interfacial tension, wetting and spreading, contact angle hysteresis, interaction between colloid particles, stability of interfaces, flow and transport near interfaces will be covered. NOTE: Offered in alternative year with MSNE 594/CHBE 594. Cross-list: MSNE 560.",,2021-2022,,,,,,
3119,CHBE,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=565&p_subj=CHBE,565,2023-2024,Stat Phy W/Mol Nanosci & Tech,3,,G,,"Description: This course explains the foundations of modern statistical physics, including the renormalization group theory, and describes applications to phenomena at the molecular (""nano”) scale in various disciplines including chemical engineering, physics, chemistry, electrical engineering, and material science. No knowledge of statistical physics is required, but fundamentals of thermodynamics are useful. Graduate/Undergraduate Equivalency: CHBE 465. Mutually Exclusive: Cannot register for CHBE 565 if student has credit for CHBE 465. ",,2021-2022,,,,,,
