Course,Course URL,Subject,Last Offered,Course Title,Credits Offered,Assessment of Sustainability Focused or Inclusive,Offered to UG/G/Both or Other,Justification for classification (including quotes from syllabi/course descriptions where applicable),Description,Course Home Department,Last Catalog Year Reviewed,,"The courses were counted using catalog listings with language that is aligned with the Earth Charter, covering topics such as ecological integrity, social and economic justice, and democracy and nonviolence.  Course descriptions that included terms like ""environment,"" ""sustainable/sustainability,"" and ""energy"" were counted as Sustainability-Focused courses, and the other courses that address a topic from the Earth Charter but are not centrally-focused on sustainability were considered Sustainability-Included courses.",,,,
MSNE,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=415&p_subj=MSNE,415,Fall 2021,Ceramics And Glasses,3,NO,UG,No notable focus on sustainability.,"Fundamentals of ceramic and glassy materials, including phase relations, theoretical properties, structure, bonding, and design.",Materials Science And Nanoengineering,2021-2022,,,,,,
MSNE,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=417&p_subj=MSNE,417,Fall 2021,Polymer Electronics,3,NO,UG,No notable focus on sustainability.,"Covers physical and material concepts and engineering applications of electronic polymers. Examines the structural origins of the diverse electronic, optoelectronic, photonic and magnetic properties of conjugated polymers. Topics include synthesis, electronic structure, physico-chemical characterization, applications in LEDs, solar cells, transistors, spintronics, and bioelectronics. Graduate/Undergraduate Equivalency: MSNE 517. Mutually Exclusive: Cannot register for MSME 417 if student has credit for MSNE 517.",Materials Science And Nanoengineering,2021-2022,,,,,,
MSNE,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=433&p_subj=MSNE,433,Fall 2021,Computational Materials Model,3,NO,UG,No notable focus on sustainability.,"Physico-chemical principles augmented by ever-advancing computation technology have become a tool for explaining rich materials properties, designing nano-structures and their possible functionality. This course overviews basic quantum principles of materials structure, and a hierarchy of approximations broadly used in computational models. This includes classical multi-body potentials, tight-binding approximations, electronic density functional theory methods, etc. Graduate/Undergraduate Equivalency: MSNE 533. Mutually Exclusive: Cannot register for MSME 433 if student has credit for MSNE 533.",Materials Science And Nanoengineering,2021-2022,,,,,,
MSNE,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=435&p_subj=MSNE,435,Fall 2021,Crystallography & Diffraction,3,NO,UG,No notable focus on sustainability.,"Study of crystals by diffraction techniques, focusing on x-ray, with an overview of electron and neutron diffraction as well as complementary techniques. Provides mathematical foundations and nomenclature for diffraction and related phenomena. Includes basics of crystallographic analysis and surface/point/space group symmetry, experiment design (sources, geometry, detectors), and data analysis and interpretation. Required for undergraduate MSNE major. Meets with MSNE 535 (less course work for the undergraduate class). Graduate/Undergraduate Equivalency: MSNE 535. Mutually Exclusive: Cannot register for MSME 435 if student has credit for MSNE 535.",Materials Science And Nanoengineering,2021-2022,,,,,,
MSNE,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=437&p_subj=MSNE,437,Fall 2021,Crystallography & Diffrac Lab,1,NO,UG,No notable focus on sustainability.,"Selected laboratory experiments in materials science, focusing on lattice symmetry, crystallography, phase identification, and metallurgy. Required for undergraduate MSNE major. Prerequisite MSNE 435 may be take concurrently. Instructor Permission Required.Graduate/Undergraduate Equivalency: MSNE 537. Mutually Exclusive: Cannot register for MSME 437 if student has credit for MSNE 537.",Materials Science And Nanoengineering,2021-2022,,,,,,
MSNE,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=450&p_subj=MSNE,450,Fall 2021,Materials Science Seminar,0,NO,UG,No notable focus on sustainability.,A series of seminars on selected topics in Materials Science. Recommended for Materials Science and NanoEngineering majors.,Materials Science And Nanoengineering,2021-2022,,,,,,
MSNE,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=451&p_subj=MSNE,451,Fall 2021,Materials Science Seminar,1,NO,UG,No notable focus on sustainability.,A series of seminars on selected topics in Materials Science. Recommended for Materials Science and NanoEngineering majors.,Materials Science And Nanoengineering,2021-2022,,,,,,
MSNE,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=477&p_subj=MSNE,477,Fall 2021,Special Topics,1 to 4,NO,UG,No notable focus on sustainability.,Topics and credit hours may vary each semester. Contact department for current semester topic(s). Repeatable for Credit.,Materials Science And Nanoengineering,2021-2022,,,,,,
MSNE,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=490&p_subj=MSNE,490,Fall 2021,Material Science Research Proj,1 to 6,NO,UG,No notable focus on sustainability.,Independent investigation of a specific topic or problem in materials science. Research under the direction of a selected faculty member. Instructor Permission Required. Repeatable for Credit.,Materials Science And Nanoengineering,2021-2022,,,,,,
MSNE,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=491&p_subj=MSNE,491,Fall 2021,Supervised Research,1 to 3,NO,UG,No notable focus on sustainability.,"Supervised research, reports and/or final reports required. Sponsorship by faculty member required. Instructor Permission Required. Repeatable for Credit.",Materials Science And Nanoengineering,2021-2022,,,,,,
MSNE,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=499&p_subj=MSNE,499,Fall 2021,Current Topics,1 to 9,NO,UG,No notable focus on sustainability.,Designed for undergraduate materials science students. Topics vary from term to term. Please consult with the department for additional information.,Materials Science And Nanoengineering,2021-2022,,,,,,
MSNE,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=500&p_subj=MSNE,500,Fall 2021,Materials Science Seminar,1,NO,G,No notable focus on sustainability.,A series of seminars on selected topics in Materials Science. Required for Materials Science and Engineering majors. Repeatable for Credit.,Materials Science And Nanoengineering,2021-2022,,,,,,
MSNE,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=501&p_subj=MSNE,501,Fall 2021,Graduate Student Seminar,1,NO,G,No notable focus on sustainability.,"Two graduate students will present every week, except for 1st year graduate students who will present 3 per class. Every week, students will be encouraged to fill out peer evaluation forms and include anonymous comments/suggestions for improving the presentation. The results of these comments will not be shared, but given to the presenter for their reference. Repeatable for Credit.",Materials Science And Nanoengineering,2021-2022,,,,,,
MSNE,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=502&p_subj=MSNE,502,Fall 2021,Mech Properties Of Materials,3,NO,G,No notable focus on sustainability.,"Survey of the mechanical properties of solid materials. Includes basic mechanics, elasticity, plasticity, fracture, fatigue, creep, hardening mechanisms, mechanical testing, and structure-property relationships. Required for Materials Science and Engineering majors. Additional work required. Graduate/Undergraduate Equivalency: MSNE 402. Mutually Exclusive: Cannot register for MSME 502 if student has credit for MSNE 402.",Materials Science And Nanoengineering,2021-2022,,,,,,
MSNE,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=503&p_subj=MSNE,503,Fall 2021,Thermodynamics In Mat Science,3,NO,G,No notable focus on sustainability.,"Unified presentation of the kinetics and thermodynamics of mass and energy transport. Includes heterogeneous equilibrium, diffusion in solids, and heat transfer, as well as their application to engineering design. Required for Materials Science and Engineering majors. Graduate/Undergraduate Equivalency: MSNE 401. Mutually Exclusive: Cannot register for MSME 503 if student has credit for MSNE 401.",Materials Science And Nanoengineering,2021-2022,,,,,,
MSNE,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=505&p_subj=MSNE,505,Fall 2021,Micro/Nano-Structure Evolution,3,NO,G,No notable focus on sustainability.,"Study of the thermodynamic and kinetic principles underlying structural evolution in materials at micro- and nanoscales. Includes atomic diffusion, phase transformations and morphological evolution of surfaces and interfaces under capillary and mechanical forces. Elucidation of atomistic mechanisms and mathematical treatment are emphasized. Undergraduates may register with instructor permission. Recommended Prerequisite(s): MSNE 503.",Materials Science And Nanoengineering,2021-2022,,,,,,
MSNE,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=506&p_subj=MSNE,506,Fall 2021,Physical Properties Of Solids,3,NO,G,No notable focus on sustainability.,"Survey of the electrical, magnetic, and optical properties of metals, semiconductors, and dielectrics based upon elementary band theory concepts. Required for Materials Science and Engineering majors. Graduate/Undergraduate Equivalency: MSNE 406. Mutually Exclusive: Cannot register for MSME 506 if student has credit for MS 406.",Materials Science And Nanoengineering,2021-2022,,,,,,
MSNE,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=510&p_subj=MSNE,510,Fall 2021,Scaling Concepts In Materials,3,NO,G,No notable focus on sustainability.,"The course is an introduction to symmetry breaking, scaling and universality in low dimensional materials and polymers. Using simple models as examples, the course addresses 2D crystals and melting, surface roughening, scaling properties of polymers, phase transitions and the mean field approach. It then goes over to explain how renormalization works in condensed matter, and how it gives rise to universality. Recommended Prerequisite(s): MSNE 401",Materials Science And Nanoengineering,2021-2022,,,,,,
